column2	column3
 shashitharoor  incindia you know a lot of internal matters  put light on some internal aspects of the case charged on you as well 	p
  amadumoole  dear  incindia   don  t get fooled by these cheap tricks by  bjpindia   do you think comedy channels like times now would h    	neutral
 incindia  rahulgandhi your  rafale jaap seems to have been  scrapped by the honorable sc     n   t co dvpbcusej 	n
 incindia  rahulgandhi by whom it was stolen  thieves and corrupts trying to bluff?    t co apnkjrf 	n
 incindia let s immediately upgrade  potentiate  make lots of tejas jet fighters in india and sell to our african a co nwqwagdh 	p
 incindia  rahulgandhi no but i have seen you and you are more rich then ambani 	p
 super  incindia  gandhi pv  onlytrs besharam bjp and trash party are best friends  dont know what is the positi co dzngczxjm 	p
 alok ajay still bihar in garibi due to petty politician power-hunger nitish kumar  his only work is to become cm i co nxtkqwwra 	n
  inc jpagarwal  the  bawanafire is a reprehensible consequence of corruption by mcd in delhi  if we are done with debating darwin can we    	p
  inc jpagarwal  homage to the father of nation  bapu  mahatmagandhi on his martyrdom day  his message of love  non-violence and satyagra    	p
  inc jpagarwal  proud moment third generation as member aicc  r c agarwal    inc jpagarwal from  till now and now  mudit aggarwal    	p
 shashitharoor  profcong  uttamtpcc  drjgeetareddy  incindia    t co hhyacyhh  you can talk about this bastard 	neutral
  kidwai    oxynom  mshravank  abhishek singh  shashitharoor  incindia mms is the most literate pm while modi ji the least literate pm    	p
 shashitharoor  incindia wife killer is a con artist and a liar  	p
  the veenad   inclusivemind  mayavi  shashitharoor  incindia and it proves this       too    t co lwlsqcqt 	n
  inclusivemind   mayavi  shashitharoor  incindia so it s clear now  chowkidarchorhai 	p
 ndtv  ndtvindia  indianexpress  httweets paid media houses can you ask your bread butter owners i e      janpath co jcesjjifr 	p
 amarujalanews  incindia nice 	p
 sanjaykhatane  rahulgandhi  incindia in congress ruled karnataka alone more than   and odd farmers committed co wljvreyom 	neutral
road  shivbhakti goes from ram janmbhumi   can duplicate  rahulgandhi visit there   ?   incindia 	p
 gautamgambhir  aamaadmiparty  bjpindia  incindia great jo	p
 navratri special nmust watch this video n   t co blavoiwice n pmoindia  incindia  sachin rt  akshaykumar  srbachchan  myogiadityanath 	neutral
 asifshk  uppalj  ndtv  sankarshant  rahulgandhi  mediapart  incindia and u are blind bcoz u are a puncturewala 	p
  iamnikhilnanda   congress leaders are dying to hear those words  because none of them have ever dared to say that  talking of party chi    	n
 danishabrar  rahulgandhi  sachinpilot  avinashpandeinc  vidyarthee  incindia  incrajasthan  jitinprasada co nxqdncwxk 	p
 shashitharoor  incindia it s a planted story bcos hollande s false fabricated episode failed  nnew attempt all the best 	p
 keencrack  saliltripathi  incindia  rahulgandhi changing goalposts now  you idiot? this current government has blo co fommrhmd 	neutral
  iamnikhilnanda   pappu party  congress gets a slap in face and calls it vindication of their kind of  aadhaar fact remains  incindia pl    	neutral
 j msharma  hardikpatel   incindia  yadavtejashwi  yadavakhilesh  nitishkumar  sharadyadavmp  aajtak  zeenewshindi co aqtjqctkg 	p
 sharathsharma  congressmadhu  sanjaysdutt  rahulgandhi  ashokgehlot  ahmedpatel  mwasnik inc  tn pyc co oyfngllv 	p
 shashitharoor whether modi has or not   rahulgandhi  amp;  incindia seems to have a clear policy on pakistan and it is co kclaokgj 	n
 incindia  rahulgandhi  digvijaya  congress women empowerment    t co ukawmnvg 	neutral
 sanjaysdutt  rahulgandhi  ashokgehlot  ahmedpatel  mwasnik inc  tn pyc  incindialive  profcongtn  incindia co tmzpeck 	p
sonia gandhi will sit on dharna against  rapistbishops  incindia  rahulgandhi    t co pgsojkzdy 	p
 imlalitaddiwar  shashitharoor  incindia if you throw boomerang  you will live in constant fear mr captive slave of dynasty 	p
 incindia if it was me  which it will soon be  i will pump  trillion rupees yearly into indian economy  forget p co edisdwu 	p
 drgpradhan  incindia  narendramodi  pmoindia bharat ratna    nothing less than this  pmoindia  narendramodi 	p
 rahulgandhi shall be inaugurating made in hal mobile   incindia start looking for one such mobile prepared by hal co jtfwtqcbc 	p
 jhasanjay  sambitswaraj  incindia so the congis r not allowed to speak on republic  amp; times now  nwht kind of freedo co jevzkqmqvr 	n
 shashitharoor  incindia dassault only said offset was  imperative and mandatory  to get the deal  which happens in co svvjjseet 	n
 shashitharoor  incindia mr  murderer  do you really understand english? lollipappu s slave  don t give some fake c co jtxqtmn 	p
 gvlnrao  incindia  rahulgandhi sir ji  thank you for your optimism  how long you lie and cheat ppl with this kind co nigcmitc 	p
 incindia this is the mood of the country today  no wonder if  incindia alone gets absolute majority in  loksa      t co qitthcwkhn 	n
 abpnewstv  sardesairajdeep  sagarikaghose  incindia  morning breakfast news for you    	p
 ketansatpute  dilipdeora  jay shri ram   exsecular  rishibagree  incindia  bjpindia  vasundharabjp please don t co pnlhxly 	n
 kshitijbokil  shashitharoor  incindia being captive slave he takes selective takes only  based on instructions of madam and yovraj 	neutral
 drgpradhan  incindia  narendramodi  pmoindia  incindia is a curse to this nation it has done way more damage to bh co pmvmxnn 	p
 gunjanduaa  arvindkejriwal  incindia  rahulgandhi vikas = youtube trader    c    f   	p
 arvindk  bewdaarvindar  shikhatweet  justicearnabg  rahuiaandhi  ravish  ndtv  rahulgandhi  incindia bjp co atpfbwk 	neutral
 dhume  bdutt  pmoindia  kapilsibal  narendramodi  incindia  rahulgandhi  rssurjewala   political nonsense aside   co zpemmp 	neutral
 jpmeeradubey  narendramodi  irajeshji  incindia you are right madam 	p
rss agents in  incindia are responsible for the down fall of the party   they have to be thrown out  but mayawatti co ycpukw 	n
 ldagarwal  shashitharoor  incindia he is throwing all this bullshit to evade eventual jail term in murder case  co qaboezcnm 	neutral
we all know what motivating  incindia slave media s like  asianetnewstv  manoramanews  mathrubhumi not to report th co kzuojnmah 	n
 rkhuria  pmoindia  kapilsibal  incindia  rahulgandhi  rssurjewala  narendramodi  divyaspandana   if not indian ind co nvwlawioe 	n
  tnccminority  sharing the delight moment of my beloved leader  incindia president shri  rahulgandhi ji talking to a kid during our tea    	p
 pawankhera don t be happy with the praise of sanjay shinde  these are the people who attacked north indians in mum co psddjkopz 	p
 shahdeepanv  ndtv  incindia  rahulgandh what else you expect from those  bloody bootlicking slaves ? 	neutral
 rahulgandhi n incindia  n nshame on ur mla  n   t co knuadtvng 	neutral
 renewindia  incindia congis policy is nothing but  pimp  policy  they r expert in tat  since beginning  after gand co agyorhru 	n
 bgsubhash  ndtv  incindia inc = india s notorious criminals nit s bootlickers channel - ndtv  headed by sosardesa co rqamqihsw 	p
  kohimavittal  why  bjpindia ministers like  nsitharaman  arunjaitley telling lies  chor chupa hai?  incindia demands jpc to probe rafa    	neutral
 iankursingh  incindia  rahulgandhi  rssurjewala  pmoindia  narendramodi congress cons are extension of fake media co cezjhpzunn 	neutral
 incindia if it was me  which it will soon be  i will put  million young indians into armed forces and create  co ghcqjkzo 	p
  surgicalstrike   chowkidarhichorhai  mera pm chor hai  rt  shashitharoor explosive revelation in french media  an internal dassault do    	p
  lankadinakar  termsofreferences for  thfc is against to the cooperativefederal spirit  progressivestates are adversely effecting amp;unio    	p
 jhasanjay  sambitswaraj  incindia wow after u were rogered  amp; ur a** was kicked red by  arnaas u lied  u still ha co jstvxpgei 	neutral
 remesh hind  incindia  thewire in  mediapart  rahulgandhi supreme court has asked for details from gov of india a      t co czygorz 	n
 remesh hind  incindia  thewire in  mediapart  rahulgandhi don  t spread lies   n   t co riiefetpv 	n
 ndtv it may be a failed idea but this time  incindia may alone get absolute majority  that  s the general mood of t co yqyqwrnjd 	n
 aditisinghinc  incindia  mahilacongress  incuttarpradesh  iyc  rahulgandhi  iyc upeast  patrikaup  weuttarpradesh co uxsisnuoo 	p
 yogendra   incindia  alpeshthakor  bhakts always raise one point of  riots while  countering any sikh supporti co drzaokzph 	p
 mumbaimirror  bjpindia  incindia u r so consistent and dont loose ground when it comes to unnecessary criticize  co gfenuvdhoo 	neutral
 nagasthra  rohini sgh  narendramodi  bjpindia  incindia just take an emple any rape victim  this week  and mult co kjtgysvfz 	neutral
  cryptomentor  anyone know of any crypto projects in africa or india?  dbndude  incindia  hegde sandesh  sureshlullu  riteshkakkad ht    	p
  swamy   chitrapadhi    vel jaya n  sundaramchitra   pplofindia n  akshinii   vxtandon n ncatholic federation promo co szfwoimt 	neutral
anyone know of any crypto projects in africa or india?  dbndude  incindia  hegde sandesh  sureshlullu  riteshkakkad    t co blehgskxzv 	neutral
  jaykishanraj   incindia  divyaspandana  nitin gadkari good to see  pappu  rahulgandhi         concurring with our view that the  cong    	p
 wildmannhans  bjpindia  incindia  cpimspeak  aamaadmiparty yay   go modi   n ngives me immense pleasure watching fo co ihwsdwdvu 	p
 amishdevgan  newsindia  sambitswaraj  hardikpatel   amitmalviya  avanishojha  gdutttweets  tigernamo  incindia co zotnzla 	p
year -   nirmala sitharaman grandson is in paris    n incindia - see we knew there was rafael scam by  bjpindia    t co zqwszrj 	n
sc rejected  incindia claim of any investigation in rafale while disposing a pil on the same day india s co kttwoxl 	p
 cnnnews  narendramodi  incindia  bhupendrachaube at least it better than fake jumla  demonetization   cattle kee co adujxkkg 	p
 inc andhra  incindia  inctelangana should have some shame       co ggevpfdo 	p
this is dna of  incindia  rahulgandhi hatred  communalism and corruption  thats what  rahulgandhi father and his dy co apknjxhm 	n
this is the mood of the country when the loksabha election is getting closer  there is a strong wave in favor of co veakcliw 	neutral
ec  is saying in sc that  incindia party is using forged documents to targeting them but why  asianetnewstv co jcjzttgp 	n
 irajdeep  rahulgandhi  incindia here is our mand budhi  ragakhan oops  pappu playing with his own  nra hu fail plan co zdkjfewuv 	p
 incindia  rahulgandhi another gem from pappu pappu ought to be a cop and all cases of theft will be cracked and gu co iwbjslz 	p
  pisharody   thewire in  anandkochukudy generations of  kerala folk grew up on the narrative that  kerala was a progressive state  it ch    	p
 thewire in  anandkochukudy generations of  kerala folk grew up on the narrative that  kerala was a progressive sta co klnjitqbhi 	neutral
 mimrotreena  devendrayadvinc  incindia  incsandesh  incrajasthan  incdelhi  avinashpandeinc  rahulgandhi co kgdcbagda 	p
  ldagarwal   shashitharoor  incindia u are one of the most controversial person who is under investigation for sunanda murder case   no    	p
 incindia  rahulgandhi hai rahul   don  t you feel pain in your mouth by repeating same old  cock  amp; bull stories   s co cdaddkvqr 	n
 amitkum  mahabahas  newsup  aamitabh  bjpup  samajwadiparty  incindia  juhiesingh  anshuinc co guupqua 	p
  republic   swamy   chitrapadhi n  vxtandon   sundaramchitra n  asha   vel jaya n  bjpindia  n nthis is another co ikhcsjw 	n
 aditisinghinc  incindia  mahilacongress  incuttarpradesh  iyc  rahulgandhi  iyc upeast  patrikaup  weuttarpradesh co gmztctzwe 	p
 shashitharoor  incindia read again mr tharoor   offset was imperative and obligatory    not reliance offset deal   co eycaegqsg 	n
 drgpradhan  incindia  narendramodi  pmoindia l is too less for what he has gone through  he d have easily earned co oioxmruvja 	n
  mnpreddy      ncbn        ysjagan        pawankalyan        narendramodi in        incindia    automatically bending otherwise his bend will be removed htt    	p
 pidibuster  vanitajain  ramesh bjp  shashitharoor  incindia his next book  cook  love  kill     	p
 princearihan  flamingoflyaway  incindia  rahulgandhi  rssurjewala  narendramodi  incindia   holy sea    is going ful co shyqqkcbif 	neutral
 ranjays  saliltripathi  incindia no alibii  argument or justification for  part of  crimes of co atnxoyvt 	p
 incindia  rahulgandhi dear rahul  if congress was given good governance in past sixty years how modi would become co rawkmuviqn 	p
 jm scindia  incindia  rahulgandhi i love both of u 	p
 drgpradhan  incindia  narendramodi  pmoindia the least the present govt can do is order an enquiry  	p
  idrisah   pritishnandy  srivastavarita mr vice presedent should read some freedom history hindi was never the freedom language    	p
 husnapervez  shashitharoor  tharoorian inc  incindia  pmoindia  rssurjewala  narendramodi  amitshah  rahulgandhi   co aijldupan 	p
 newsbihar  yadavtejashwi  nitishkumar  rjdforindia  shaktisinhgohil  bjpbihar  mahilacongress  incindia co hjpwogsd 	p
  baskodigama   akash khaneja  sootradhar  incindia gujarat model is modi model     they are trying to destroy thay model     most worker    	neutral
 jagratishukla very true  cong opposition can t deal with authenticity  they hv survived in a corrupt world and l co bczyqhfyhn 	n
 cnnnews  narendramodi  rahulgandhi  incindia  rssurjewala  amitshah  nsitharaman  if india paid such a huge   cpre co ikvbpwsky 	p
mokokchung dcc had its extended ecutive committee meeting on   with  incindia secretary i c nagaland co ttdygjyv 	p
 aaravpandey  rajendrarai  incindia  imrankhanpti  rssurjewala  divyaspandana  juhiesingh  gauravbh co hiboxisxlc 	p
 cnnnews  narendramodi  rahulgandhi  incindia  rssurjewala  nsitharaman  pmoindia  another congress con lie and d co izvcih 	neutral
 gubbibalaji  tufailelif  timesofindia  narendramodi  incindia  alpeshthakor  it s alleged to be cambridge analytic co cxcobpy 	p
 incindia respected sir  yesterday one unknown person stolen my mobile  in public bus  all bus people supported me co ywpqdj 	n
  themithunrai  attended  iyc national ecutive meeting in jaipur  had a long conversation with  rahulgandhi regarding opportunities for    	p
 mahilacongress flag hoisted by  nagalandpmc president  lucysale at mokokchung in the presence of  incindia secreta co pdwbatbxh 	p
 rajanandbjp  aparnashastri  rahulgandhi  incindia  sanjaynirupam  jhasanjay  karnikakohli  shekhargupta co piqttqwh 	p
 sarojshrnm  hindustanse  zeenewshindi  shehzad ind  tehseenp  bjpindia  incindia  rahulgandhi very true   secular co kigtqth 	p
 offficergfan  incindia  pawankhera  rohanrgupta  priyankac  inc sanjeev  jaiveershergill  radhika khera  szarita co hamwfeemwp 	p
 romeshnadir  madskak  incindia  rahulgandhi see any other platform for the bloke ? being lost and incapable of put co cqmqv 	p
 republic  timesnow  incindia what happened to that case please    t co lnhxobyf 	n
watch  rahulgandhi  this newsclip and see how your congress-led upa government had left india in a state of bankrup co oleemsrg 	p
 incindia  rahulgandhi              u r great       and will be great comedian forever 	p
 sanjaysdutt  jothims  rahulgandhi  ashokgehlot  ahmedpatel  mwasnik inc  tn pyc  incindialive  profcongtn co evfslgfney 	p
    ncbn        ysjagan        pawankalyan        narendramodi in        incindia    automatically bending otherwise his bend will be r co vebwfhisy 	p
 timesnow  tehseenp how about rapist  rahulgandhi president of  incindia? shouldn t he resign as well? 	p
 shashitharoor  incindia so now french media sets our agenda 	p
 rahulgandhi who gives you pocket money? you had been seen  years back during demonetisation to exchange money  ho co qfmudfrhmj 	p
 ommathur bjp  incindia it s all given by congress   they knows they can t win and creating situations against huma co mwxzgjbuz 	n
 incindia  rahulgandhi most of indian money went to corrupt congress leaders and if u check you mom purse u will de co idyspcxs 	p
 mg kaarthikeyan  congressmadhu  sanjaysdutt  rahulgandhi  ashokgehlot  ahmedpatel  mwasnik inc  tn pyc co owyx 	p
  msmayank  this whole fake rafale scam thing with their paid media  amp; attacking reliance all the time will eat  incindia  amp;  rahulgandhi    	p
real face of congress       incindia co ndmcdffbt 	p
 incindia  rahulgandhi well done my rg         	p
  congressall   shashitharoor  incindia great assault on dassault   n nvery mighty  very right  	p
  satyanewshi   metoo now  incindia it cell head is in trouble for allegedly molestation charge   even divya  spandana looked other way h    	neutral
 drgpradhan  incindia  narendramodi  pmoindia true justice will be done to this patriot and gr scientist when peop co zsnwybtgo 	p
 gunjakapoor  rahulgandhi  incindia  ashupage  rohini sgh  prafullaketkar  awasthis  raghav  rakeshsinha co mprxhdhxky 	p
 incindia rahul is as good    t co seebfzmrv 	p
  bala rabhouse  it is beyond crony capitalism  now sc asked govt to present the mode of finalisation and the procedures followed by them    	p
  neerajduggal   zeenews  imshubhj  shehzad ind  tehseenp  bjpindia  incindia shahzad speaks with facts and conviction  i strongly sup    	p
 shashitharoor  incindia clutching at straws  after sc rebuff  	neutral
 drgpradhan  incindia  narendramodi  pmoindia in  be or around ls election  modiji personallymet him  a brilli co lgbglrup 	p
 shashitharoor  incindia fine mr  tharoor  let s for a minute the present government  but what about cases pertaini co opswyhij 	p
it is beyond crony capitalism  now sc asked govt to present the mode of finalisation and the procedures followed by co jdnutwz 	p
the day has come now  incindia should establish mr modi a serial liar and  rahulgandhi should establish his high cr co kniogquewa 	p
 drajoykumar  anupamde incindia  rahulgandhi  singhrpn  rssurjewala  divyaspandana  mayur jha you have it in y co uxhhhotcs 	p
 sardesairajdeep it was always about the economy  even in      they just hijacked it and in for a change in  co sxmaanngk 	neutral
 zeenewshindi  shehzad ind  tehseenp  bjpindia  incindia he could be better puppet of pak as well as western countries  	p
 jeetdlife  incindia is hindi a national language - if so of which country? 	p
  k  useless waste of public money  narendramodi  rsprasad  nwhen  incindia comes  power it will similarly misuse the investigating a    	p
 shashitharoor  incindia u are one of the most controversial person who is under investigation for sunanda murder c co ebezfubq 	p
  drtripathiji   sadhavi  incindia  rahulgandhi nsui head fairoz khan must be removed from his post as it is damaging reputation of  inci    	p
  nandtara  the outcry against modi  s blunders grows daily  i  d rather an inarticulate  good guy  surrounded by a battalion of talented s    	p
  maqbool sm   pawankhera braved very hostile host  sardanarohit  amp; other three bjp nda panellists  n neven on  romanaisarkhan show on  abpn    	p
 hardikpatel   incindia  yadavtejashwi  yadavakhilesh  nitishkumar  sharadyadavmp  aajtak  zeenewshindi co ztbtlgv 	p
 incindia  rahulgandhi new motor rules hike insurance cost of a new car substantially best not to buy anything  mov co rsqbmkqh 	p
every time i rebut his baseless assertions   arnabrings in  sikhgenocide as a bait to arouse my passion again co sljhcgcua 	n
 shabbirgawai  vinodnagpal  zeenews  shehzad ind  tehseenp  bjpindia  incindia chor congress ke leader chupke s co tajzkedw 	p
 incindia  rahulgandhi i saw a most  hutiya type people in inc   the inc president is the big in his hutitiyapanti  co tinhwybzf 	p
 zeenews  shehzad ind  tehseenp  bjpindia  incindia bjp bat rhi h 	p
 incindia  rahulgandhi eat well at home  have sex with wife and sleep  if not  your neighbor  will  best way to liv co uutbti 	p
 incindia  rahulgandhi best way to die in india is to travel  stop traveling  talk to family on  phone  walk or bic co hxmhqfqk 	neutral
how mediapart  amp; indian news media twisting the truth on  rafaledeal ? must read to get clear understanding    ndtv co bgtngxclyx 	p
   dharam vir  shame on  bjpindia   nshame  amitshah  narendramodi   nbjp has become  incindia with saffron flag   nhope  yogrishiramdev st    	neutral
each year  bihar up labour returns home to harvest c jara makk c  celebrate dushehr c   diw c l c  amp; chatth p c bj c  before re co klcnvdvmii 	p
 incindia  rahulgandhi rahul gandhi promises jobs  loan waiver lets do loan waiver for everyone in country starting co zqfazjent 	p
 incindia  rahulgandhi which  dash  train has been cancelled dude?? i feel the no of trains have only increased sin co aiwcsgkyca 	n
 anujp  incindia they are not foolish   they are being dishonest 	n
  sagenaradamuni  my lord  metoo champions are abound in congress party  incindialive  incindia that includes allegedly  sukanyadevi rapi    	p
 congressdahan  incindia just a small addition  on top of that you have to do    bhajan of gandi family    lick g co umngqfr 	p
 incindia it is better for have bad president than to have rg as president 	n
 incindia people thought that modi will eradicate corruption  alas   he also fell victim to it  	neutral
 incindia  rahulgandhi you have a president who is an illiterate  amp; more of a nuisance 	p
 dassault  rafalescam    incindia is not foolish or dum to protest the raffle scam and object it without substan co rqdmlqv 	n
 ramesh nn  bjpindia  bjpuk  incindia  tsrawatbjp  ajaybhatt bjp seems edited     	neutral
 jhasanjay  sambitswaraj  incindia gobar bhatra ko sirf feku ki chatne athi hai  he has no guts to tell truth if yo co haefumych 	n
my lord  metoo champions are abound in congress party  incindialive  incindia that includes allegedly  sukanyadevi co ltbyoq 	p
 minhazmerchant  davidfrawleyved i wonder  why is  incindia so hellbent on disclosing the technical specs of the je co bvdijsjrq 	n
  adiravia   shakilpatel  incindia  ahmedpatel  bbchindi  hardikpatel   psmdsm  sanjivbhatt  timesmedia  rwdrg  rahulgandhi  roflravi    	p
if you can t take care of us  if you can t provide basic facilities to us  if you can t give us what s ours   stop co arbychkum 	p
 jhasanjay  sambitswaraj  incindia   permission   from incindia   ?? wow such a democratic party  	p
  nir   s khan  anjanaomkashyap  incindia  jaiveershergill  rahulgandhi she is a blind paid slave of bjp so better to avoid go on su    	p
  dilipdeora   sonaliranade  rahulgandhi  bjpindia surely have upper edge here in rajasthan   incindia almost exhausted with their armou    	neutral
 drgpradhan  incindia  narendramodi  pmoindia has the government sanctioned him official car with red name plate ? 	neutral
 shashitharoor  profcong  uttamtpcc  drjgeetareddy  incindia nehruji was also a skilled exponent of soft power much co nvrnyuj 	neutral
  sanjaysdutt  dear  tn pyc family  nlooking forward to meet you all tmrw eve at launch of  yuva shakti  project in chennai  nyc cadres sho    	p
 srivatsaymore open and tweets are very sharp after you being relieved from the official sm team position at co osocfgcah 	p
 shashitharoor  profcong  uttamtpcc  drjgeetareddy  incindia india s secularism is being questioned today in an eff co cdopakrqh 	n
 tarunpant  priyankac  shilpisinghinc  incmp  rahulgandhi  incindia complete indian woman     gr 	p
where is the holier than thou  shivbhakt of  incindia  rahulgandhi did he forget that yesterday was the first navra co aaqhtduud 	neutral
 hardikpatel   incindia  yadavtejashwi  yadavakhilesh  nitishkumar  sharadyadavmp  aajtak  zeenewshindi co emrymadlx 	p
 shashitharoor  profcong  uttamtpcc  drjgeetareddy  incindia india has hewed to nehru  s secular vision  insisting t co emfegr 	n
in no calculation   incindia is winning in rajasthan  long live  bjprajsthan and  vasundharabjp government  co cvaearkry 	n
 saynotoplasticbottles it  s a battle that our planet will lose if we don  t step up and act now against plastic  co rawrgqu 	p
  jagannkaushik   jyotsnavarma  purushueme  nparama   aashey  cprd india  dharmvirjangra  akkhanna  kashmirsparihar  johnygork    	neutral
 ashokchandnainc  incindia  rahulgandhi  iyc  ashokgehlot  sachinpilot  drcpjoshi  avinashpandeinc  allavaru co blfmfvnz 	p
  mumbaimirror  do you think  bjpindia has lost a lot of ground to  incindia by delaying to articulate its position on  supremecourt s      	n
y can t people understand d agenda of  incindia divide and again rule  on one hand blaming biharis and on another h co sjzftz 	n
 uttrashada  vineet   desertfoxi  thesupremerahu  satyanewshi  colkt  chitrapadhi  prettypadmaja  babble co wrpyopxl 	n
  cnnnews   rafalepolitics  we also know that when  incindia or  rahulgandhi speak  the arms dealers  who have been flourishing all th    	neutral
  rajamania   cnnnews  incindia  rahulgandhi  narendrataneja  bjpindia  bhupendrachaube pidi sanjay jha does not have the decency to    	n
  purusharth   uttrashada  vineet    ankahi  desertfoxi  thesupremerahu  satyanewshi  colkt  chitrapadhi  prettypadmaja  babble      	n
 gvlnrao  incindia  rahulgandhi it s high time that party or spokesman stop replying or commenting on govt decision co ezdvwxcow 	p
  uttrashada   vineet    ankahi  desertfoxi  thesupremerahu  satyanewshi  colkt  chitrapadhi  prettypadmaja  babble  alokgk  dhar    	n
 hardikpatel   rajlakshmiyadav  incindia  yadavtejashwi  yadavakhilesh waah re political drama 	p
 shashitharoor  profcong  uttamtpcc  drjgeetareddy  incindia pandit nehru the principal nurturer of indian democracy    t co ymasaunnyo 	neutral
 arvindkejriwal why and your  chor brother  rahulgandhi not saying anything about the role of alpesh thakor behind co jmtecx 	n
  ajayjoshi    rahulgandhi and  incindia not a single tweet from your side to wish hindus on  navaratri ?? few days back you had talk    	n
  kpccpresident  if  rafale aircraft were bought at a cheaper rate  why did the  modi government limit it to   instead of  agreed to    	n
 shashitharoor  profcong  uttamtpcc  drjgeetareddy  incindia the legacy of our first prime minister    the hewing of co iiakqq 	p
   t co nlwadhtog nbharat bandh petrol diesel prices hiked once again n rahulgandhi  narendramodi co odmrjqlnwx 	neutral
  anurag   metoo by  incindia gang n amp; new  from  rahulgandhi  n nsanskari congress party  amp; supporters                 n sanjaynirupam  sagari    	p
  tarakumar   piyushpandeyinc  rahulgandhi  kunalchoudhary   jitupatwari  iyc  keshavyadaviyc  officeofknath  incindia  incindialive    	p
 seemaadhikari  incindia nothings failed don t fall for election propaganda  investor loss - market reaction  no go co cemawoqg 	n
 rahulgandhi why did you and  incindia withdraw your names from the case filed by your brother in law? please fight for us  	p
 shashitharoor  incindia humm   is dassault security so poor that a french journalist could so easily access such a co tctwalse 	n
 hardikpatel   incindia  yadavtejashwi  yadavakhilesh  nitishkumar  sharadyadavmp  aajtak  zeenewshindi co uugbxvioe 	p
  jasvirgillsing  good morning  n rahulgandhi  n soniassini  n iamsoniagandhi  n incindia  n n jasvirgillsing  follow me    t co ixiibjo    	p
  sastha   ravinarin  ndtv  indiatoday  newslaundry  thenewsminute sir  both sudhir and  umasudhir have blocked many when confronted    	neutral
 jhasanjay  sambitswaraj  incindia whatever congis    we will still vote for modi  not for anti hindu  seasonal hin co ccdjkzwkrq 	neutral
  kanchangupta  this is why  incindia used alpesh thakor and his goons to terrorise  north  indians in  gujarat  despite overwhelming vid    	n
  alamgirizvi  modi ke sapno ka india start working  desh me anrchy ka zor hai  modi rafale ke loot me must hai n incindia  rahulgandhi  n     	neutral
  alamgirizvi  anna hazare  salwari  khujliwal  rss  amp; ambani was a part of big conspiracy against  incindia   nanna social uprising nrss te    	p
 rahulgandhi congress could have accompanied her to know the details  bjpindia  incindia 	p
 incindia everything looks so good until that hand sign comes up  and then its like    co aqoepnlxz 	neutral
this whole fake rafale scam thing with their paid media  amp; attacking reliance all the time will eat  incindia  amp; co pnvrlzivd 	p
 ncpspeaks bided its time until the  bjpindia broke its ties with the  shivsena just ahead of the assembly electio co krkkjdqbo 	p
 shashitharoor  incindia sir can you lounch extra odanery dexnari  sir your every spich bouncer on my hed  	p
 shashitharoor  incindia  mediapart     is like  thewire in  theprintindia in india   	neutral
 dna yeah even i want phones from bhel  shirts and shoes from hal  nthe only way  incindia can win  is by gettin co gyvxjinrd 	n
  alamgirizvi  india facing big challenge under modi regime  modi and sangh want to change india in there ideology  but like dr  nitash k    	n
 iyc  rahulgandhi  ashokgehlot  keshavyadaviyc  srinivasiyc  sushmitadevmp  mahilacongress  nsui  shashitharoor co phvzzds	p
 drgpradhan  incindia  narendramodi  pmoindia salute to brave true scientist soilder of my  our country    jai hind d jai bharat 	p
  alamgirizvi  in gujarat   up and bihari are suffering  there family kids and life not safe in gujarat   n ngujarati boy ko up ne goudi me    	n
 incindia  rahulgandhi isi chief  who killed thousands of indian soldiers  was helped by congress once again  n n   t co npotyw 	n
 ashwita  abjp  incindia  neerangautam  cantstopulovinm  mymeenakshi  sufirushk  onlinerajan    ankitasood co qrakynguy 	p
  dharmicallyurs   adv pallavi  smritiirani  bjpindia  incindia an armyman talks about himself as a minority community member? that me    	p
 barkat  aarisar  wasiuddinsiddi  rahulgandhi  incindia  ashokchandnainc  drcpjoshi  ashokgehlot  sachinpilot co uebskbm 	p
  ashwita    ankahi  abjp  incindia  neerangautam  cantstopulovinm  mymeenakshi  sufirushk  onlinerajan    ankitasood  mahesh    	p
 zeenewshindi  shehzad ind  tehseenp  bjpindia  incindia little dramatic but  shehzad ind you are intense and stun co hpvskjyhxz 	p
 jogeshwariegirl  rahulgandhi  incindia  ahmedpatel  satavrajeev  ashokgehlot  biswaranjaniyc  irobertvadra co tyuvfhf 	p
  captviveksana   incindia now will  rahulgandhi ji will publicly apologise nsc has decided to dispose off the rafale applic in court  t    	n
 bjp ka gundaraj  nthrow away bjp and put modi behind bars    championsoftheearth nahi  chowkidarchorhai  rafalescam co iaivalpwr 	neutral
 incrajasthan  asharamdaymainc  rahulgandhi  incindia  ashokchandnainc  ashokgehlot  pawankhera  incsandesh co upuhzhru 	p
 shashitharoor  incindia you  ve become a caricature now  what a fall from a global fame to gutter politics  shame    	p
 shashitharoor  incindia jai congress vijay congress vijay ashok ji jeet aroor 	neutral
 shashitharoor  incindia do you have any idea  which are  the internal documents  mediapart referring to????? n nyou co ljqrvlhi 	p
i request all to make it happen in india  plz   incindia  ppbajpai  sardesairajdeep  surendr  rssurjewala co fsqona 	neutral
 metoo by  incindia gang n amp; new  from  rahulgandhi  n nsanskari congress party  amp; supporters                 n sanjaynirupam co qsskkoi 	p
